name,pfs,source,rarity,trait,item_category,item_subcategory,level,price,bulk,usage,spoilers
Waffle Iron,Standard,Grand Bazaar pg. 93,Common,,Adventuring Gear,,0,5 sp,1,,
Wheel Blades,Standard,Grand Bazaar pg. 72,Common,,Assistive Items,Mobility Devices,0,5 sp,,,
Wheel Blades,Standard,Grand Bazaar pg. 72,Common,"Agile, Attached, Free-Hand",Weapons,Base Weapons,0,5 sp,,,
Wheel Spikes,Standard,Grand Bazaar pg. 72,Common,,Assistive Items,Mobility Devices,0,5 sp,,,
Wheel Spikes,Standard,Grand Bazaar pg. 72,Common,"Agile, Attached, Free-Hand",Weapons,Base Weapons,0,5 sp,,,
Wheelbarrow,Standard,Grand Bazaar pg. 93,Common,,Adventuring Gear,,0,5 sp,5,held in 2 hands,
Wheelchair,Standard,Player Core pg. 293 <sup>2.0</sup>,Common,,Assistive Items,,0,5 sp,2,see text,
Wheelchair (Supramarine Chair),Standard,Howl of the Wild pg. 113 <sup>2.0</sup>,Common,,Assistive Items,,0,5 sp,2,,
Chest,Standard,Player Core pg. 287 <sup>2.0</sup>,Common,,Adventuring Gear,,0,6 sp,2,,
Cloth (Linen),Standard,Travel Guide pg. 37,Common,,Trade Goods,,0,6 sp,,,
Flower Press,Standard,Howl of the Wild pg. 113 <sup>2.0</sup>,Common,,Adventuring Gear,,0,6 sp,1,,
Kukri,Standard,"Player Core pg. 278 <sup>2.0</sup>, Tian Xia Character Guide pg. 127",Uncommon,"Agile, Finesse, Trip, Uncommon",Weapons,Base Weapons,0,6 sp,L,,
Magazine (Air Repeater),Standard,Guns & Gears pg. 151 <sup>2.0</sup>,Uncommon,Uncommon,Weapons,Base Weapons,0,6 sp,,,
Mambele,Standard,Player Core 2 pg. 274,Uncommon,"Deadly d8, Disarm, Thrown 20 ft., Uncommon",Weapons,Base Weapons,0,6 sp,1,,
Sai,Standard,"Player Core pg. 278 <sup>2.0</sup>, Tian Xia Character Guide pg. 127",Uncommon,"Agile, Disarm, Finesse, Monk, Uncommon, Versatile B",Weapons,Base Weapons,0,6 sp,L,,
Thorn Whip,Standard,Impossible Lands pg. 221,Uncommon,"Disarm, Finesse, Ghoran, Reach, Trip, Uncommon",Weapons,Base Weapons,0,6 sp,1,,
Wheat,,Travel Guide pg. 37,Common,,Trade Goods,,0,6 sp (per bushel),,,
Kris,Standard,Impossible Lands pg. 221,Common,"Agile, Deadly d8, Finesse",Weapons,Base Weapons,0,7 sp,L,,
Lantern (Hooded),Standard,Player Core pg. 288 <sup>2.0</sup>,Common,,Adventuring Gear,,0,7 sp,L,,
Machete,Standard,"Treasure Vault pg. 27 <sup>1.1</sup>, Gods & Magic pg. 120 <sup>2.0</sup>",Common,"Deadly d8, Sweep",Weapons,Base Weapons,0,7 sp,L,,
Orc Knuckle Dagger,Standard,Player Core pg. 278 <sup>2.0</sup>,Uncommon,"Agile, Disarm, Orc, Uncommon",Weapons,Base Weapons,0,7 sp,L,,
Pick,Standard,Player Core pg. 278 <sup>2.0</sup>,Common,Fatal 1d10,Weapons,Base Weapons,0,7 sp,1,,
Squirrel,Standard,Travel Guide pg. 103,Common,,Animals and Gear,Animals,0,7 sp,,,
Cloth (Cotton),Standard,Travel Guide pg. 37,Common,,Trade Goods,,0,8 sp,,,
Dandpatta,Standard,Impossible Lands pg. 220,Uncommon,"Agile, Twin, Uncommon",Weapons,Base Weapons,0,8 sp,L,,
Fishing Tackle,Standard,Player Core pg. 288 <sup>2.0</sup>,Common,,Adventuring Gear,,0,8 sp,1,,
Flail,Standard,Player Core pg. 278 <sup>2.0</sup>,Common,"Disarm, Sweep, Trip",Weapons,Base Weapons,0,8 sp,1,,
Fox,Standard,Travel Guide pg. 103,Common,,Animals and Gear,Animals,0,8 sp,,,
Harness,Standard,Travel Guide pg. 103,Common,,Animals and Gear,Animal Caretaking Gear,0,8 sp,,,
"Lodging (Private Room, for 2)",Standard,Player Core pg. 294 <sup>2.0</sup>,Common,,Services,,0,8 sp (per day),,,
Magazine (Long Air Repeater),Standard,Guns & Gears pg. 151 <sup>2.0</sup>,Uncommon,Uncommon,Weapons,Base Weapons,0,8 sp,,,
Musical Instrument (Handheld),Standard,Player Core pg. 290 <sup>2.0</sup>,Common,,Adventuring Gear,,0,8 sp,1,,
Shield Augmentation,Standard,Grand Bazaar pg. 104,Uncommon,"Adjustment, Uncommon",Adjustments,,0,8 sp,,applied to a shield,
Tent (Pup),Standard,Player Core pg. 292 <sup>2.0</sup>,Common,,Adventuring Gear,,0,8 sp,L,,
Tri-Bladed Katar,Standard,Grand Bazaar pg. 106,Uncommon,"Disarm, Fatal d8, Monk, Uncommon",Weapons,Base Weapons,0,8 sp,L,,
Horsechopper,Standard,Player Core pg. 278 <sup>2.0</sup>,Uncommon,"Goblin, Reach, Trip, Uncommon, Versatile P",Weapons,Base Weapons,0,9 sp,2,,
Jiu Huan Dao,Standard,"Treasure Vault pg. 27 <sup>1.1</sup>, Gods & Magic pg. 121 <sup>2.0</sup>",Uncommon,"Sweep, Uncommon",Weapons,Base Weapons,0,9 sp,1,,
Repeating Crossbow Magazine,Standard,Guns & Gears pg. 64 <sup>2.0</sup>,Uncommon,Uncommon,Weapons,Base Weapons,0,9 sp (price for 5 bolts),L,,
Repeating Hand Crossbow Magazine,Standard,"Guns & Gears pg. 64 <sup>2.0</sup>, Pathfinder #165: Eyes of Empty Death pg. 73",Uncommon,Uncommon,Weapons,Base Weapons,0,9 sp (price for 5 bolts),L,,
Repeating Heavy Crossbow Magazine,Standard,Guns & Gears pg. 64 <sup>2.0</sup>,Uncommon,Uncommon,Weapons,Base Weapons,0,9 sp (price for 5 bolts),L,,
Scizore,Standard,Treasure Vault pg. 27 <sup>1.1</sup>,Common,"Disarm, Parry",Weapons,Base Weapons,0,9 sp,L,,
Shortsword,Standard,Player Core pg. 278 <sup>2.0</sup>,Common,"Agile, Finesse, Versatile S",Weapons,Base Weapons,0,9 sp,L,,
Adze,Standard,Player Core 2 pg. 274,Common,"Forceful, Sweep, Tripkee",Weapons,Base Weapons,0,1 gp,2,,
Battle Axe,Standard,Player Core pg. 278 <sup>2.0</sup>,Common,Sweep,Weapons,Base Weapons,0,1 gp,1,,
Beehive,Standard,Travel Guide pg. 103,Common,,Animals and Gear,Animals,0,1 gp,,,
Beverages (Bottle of Fine Wine),Standard,Player Core pg. 294 <sup>2.0</sup>,Common,,Services,,0,1 gp,L,,
Boarding Axe,Standard,Azarketi Ancestry Web Supplement pg. 1,Uncommon,"Agile, Azarketi, Climbing, Uncommon, Versatile P",Weapons,Base Weapons,0,1 gp,L,,
Brass Ear,Standard,Player Core pg. 287 <sup>2.0</sup>,Common,,Adventuring Gear,,0,1 gp,,,
Buckler,Standard,Player Core pg. 274 <sup>2.0</sup>,Common,,Shields,Base Shields,0,1 gp,L,,
Chair Storage,Standard,Grand Bazaar pg. 71,Common,,Assistive Items,Mobility Devices,0,1 gp,,,
Compass,Standard,Player Core pg. 288 <sup>2.0</sup>,Common,,Adventuring Gear,,0,1 gp,,,
Cookware,Standard,Player Core pg. 288 <sup>2.0</sup>,Common,,Adventuring Gear,,0,1 gp,2,,
Dart Umbrella,Standard,Guns & Gears pg. 63 <sup>2.0</sup>,Uncommon,"Agile, Concealable, Nonlethal, Uncommon",Weapons,Base Weapons,0,1 gp,1,,
Depth Gauge,Standard,PFS Guide pg. 114,Uncommon,Uncommon,Adventuring Gear,,0,1 gp,L,,
Fake Blood Pack,Standard,Grand Bazaar pg. 92,Common,Consumable,Adventuring Gear,,0,1 gp,L,worn under light armor or clothes,
Filcher's Fork,Standard,Player Core pg. 278 <sup>2.0</sup>,Uncommon,"Agile, Backstabber, Deadly d6, Finesse, Halfling, Thrown 20 ft., Uncommon",Weapons,Base Weapons,0,1 gp,L,,
Fixer (Basic Councelor),Standard,PFS Guide pg. 116,Common,,Services,Fixer,0,1 gp (per hour),,,
Fixer (Expert Informant),Standard,PFS Guide pg. 116,Common,,Services,Fixer,0,1 gp (per hour),,,
Flayleaf,,Gamemastery Guide pg. 120,Common,"Alchemical, Consumable, Drug, Ingested, Inhaled, Poison",Alchemical Items,Drugs,0,1 gp,L,held in 1 hand,
Flyssa,Standard,Treasure Vault pg. 27 <sup>1.1</sup>,Common,"Agile, Finesse, Versatile P",Weapons,Base Weapons,0,1 gp,L,,
Formula Book (Blank),Standard,Player Core pg. 288 <sup>2.0</sup>,Common,,Adventuring Gear,,0,1 gp,L,,
Gada,Standard,Impossible Lands pg. 220,Common,"Backswing, Two-Hand d12, Vanara",Weapons,Base Weapons,0,1 gp,1,,
Gaff,Standard,"The Mwangi Expanse pg. 259 <sup>2.0</sup>, Bestiary 2 pg. 125 <sup>2.0</sup>",Common,"Trip, Versatile P",Weapons,Base Weapons,0,1 gp,1,,
Glaive,Standard,"Player Core pg. 278 <sup>2.0</sup>, Tian Xia Character Guide pg. 127",Common,"Deadly d8, Forceful, Reach",Weapons,Base Weapons,0,1 gp,2,,
Greatclub,Standard,Player Core pg. 278 <sup>2.0</sup>,Common,"Backswing, Shove",Weapons,Base Weapons,0,1 gp,2,,
Greatpick,Standard,Player Core pg. 278 <sup>2.0</sup>,Common,Fatal 1d12,Weapons,Base Weapons,0,1 gp,2,,
Griffon  Cane,Standard,Grand Bazaar pg. 67,Common,,Assistive Items,Canes & Crutches,0,1 gp,L,held in 1 hand,
Griffon Cane,Standard,Grand Bazaar pg. 67,Common,"Backswing, Two-Hand d10",Weapons,Base Weapons,0,1 gp,L,,
Harpoon,Standard,Treasure Vault pg. 31 <sup>1.1</sup>,Common,"Tethered, Thrown",Weapons,Base Weapons,0,1 gp,1,,
Harrow Carrying Case,Limited,Pathfinder #160: Assault on Hunting Lodge Seven pg. 66,Common,,Adventuring Gear,,0,1 gp,1,,
Harrow Deck (Simple),Limited,Pathfinder #160: Assault on Hunting Lodge Seven pg. 66,Common,,Adventuring Gear,,0,1 gp,L,,
Iron (Ingot),,Travel Guide pg. 36,Common,,Trade Goods,,0,1 gp,,,
Kama,Standard,"Player Core pg. 278 <sup>2.0</sup>, Tian Xia Character Guide pg. 127",Uncommon,"Agile, Monk, Trip, Uncommon",Weapons,Base Weapons,0,1 gp,L,,
Lance,Standard,Player Core pg. 278 <sup>2.0</sup>,Common,"Deadly d8, Jousting 1d6, Reach",Weapons,Base Weapons,0,1 gp,2,,
Lantern (Bull's-Eye),Standard,Player Core pg. 288 <sup>2.0</sup>,Common,,Adventuring Gear,,0,1 gp,1,,
Lion Scythe,Limited,Pathfinder #172: Secrets of the Temple City pg. 78,Uncommon,"Agile, Finesse, Trip, Uncommon",Weapons,Base Weapons,0,1 gp,L,,Strength of Thousands
Lizard (X's),Standard,Travel Guide pg. 101,Common,,Animals and Gear,Animals,0,1 gp,,,
Longsword,Standard,Player Core pg. 278 <sup>2.0</sup>,Common,Versatile P,Weapons,Base Weapons,0,1 gp,1,,
Mace,Standard,Player Core pg. 277 <sup>2.0</sup>,Common,Shove,Weapons,Base Weapons,0,1 gp,1,,
Marked Playing Cards,Standard,PFS Guide pg. 115,Common,,Adventuring Gear,,0,1 gp,,,
Meal (Fine Dining),Standard,Player Core pg. 294 <sup>2.0</sup>,Common,,Services,,0,1 gp,L,,
Mirror,Standard,Player Core pg. 290 <sup>2.0</sup>,Common,,Adventuring Gear,,0,1 gp,,,
Morningstar,Standard,Player Core pg. 277 <sup>2.0</sup>,Common,Versatile P,Weapons,Base Weapons,0,1 gp,1,,
Net,Standard,Player Core pg. 290 <sup>2.0</sup>,Common,,Adventuring Gear,,0,1 gp,1,,
Nightstick,,Pathfinder #157: Devil at the Dreaming Palace pg. 78,Uncommon,"Agile, Finesse, Nonlethal, Parry, Uncommon",Weapons,Base Weapons,0,1 gp,L,,Agents of Edgewatch
Ogre Hook,Standard,Bestiary pg. 253,Uncommon,"Deadly d10, Trip, Uncommon",Weapons,Base Weapons,0,1 gp,2,,
Paint Set,Standard,Grand Bazaar pg. 59,Common,,Adventuring Gear,,0,1 gp,L,held in 2 hands,
Panabas,Standard,"Treasure Vault pg. 27 <sup>1.1</sup>, Impossible Lands pg. 221",Common,"Forceful, Sweep, Two-Hand d10",Weapons,Base Weapons,0,1 gp,1,,
Rabbit,Standard,Travel Guide pg. 103,Common,,Animals and Gear,Animals,0,1 gp,,,
Religious Text,Standard,Player Core pg. 290 <sup>2.0</sup>,Common,,Adventuring Gear,,0,1 gp,L,,
Rope Dart,Standard,Treasure Vault pg. 27 <sup>1.1</sup>,Uncommon,"Disarm, Finesse, Sweep, Tethered, Thrown 20 ft., Trip, Uncommon",Weapons,Base Weapons,0,1 gp,1,,
Rubbing Set,Standard,PFS Guide pg. 115,Uncommon,Uncommon,Adventuring Gear,,0,1 gp,1,,
Scimitar,Standard,Player Core pg. 278 <sup>2.0</sup>,Common,"Forceful, Sweep",Weapons,Base Weapons,0,1 gp,1,,
Shootist Bandolier,Limited,Pathfinder #165: Eyes of Empty Death pg. 73,Uncommon,Uncommon,Adventuring Gear,,0,1 gp,,,Abomination Vaults
Snake,Standard,Travel Guide pg. 103,Common,,Animals and Gear,Animals,0,1 gp,,,
Spellbook (Blank),Standard,Player Core pg. 292 <sup>2.0</sup>,Common,,Adventuring Gear,,0,1 gp,L,,
Spraysling,Standard,Treasure Vault pg. 31 <sup>1.1</sup>,Uncommon,"Halfling, Propulsive, Scatter 5 ft., Uncommon",Weapons,Base Weapons,0,1 gp,L,,
Storage,Standard,Treasure Vault pg. 11 <sup>1.1</sup>,Common,Adjustment,Adjustments,,0,1 gp,L,applied to armor or unarmored defense clothing,
Tank (Stationary),Standard,Travel Guide pg. 101,Common,,Animals and Gear,Animal Caretaking Gear,0,1 gp,,,
Tool (Long),Standard,Player Core pg. 292 <sup>2.0</sup>,Common,,Adventuring Gear,,0,1 gp,1,,
Trident,Standard,Player Core pg. 278 <sup>2.0</sup>,Common,Thrown 20 ft.,Weapons,Base Weapons,0,1 gp,1,,
Trundle Wheel,Standard,Howl of the Wild pg. 113 <sup>2.0</sup>,Common,,Adventuring Gear,,0,1 gp,1,,
Wakizashi,Standard,"Player Core pg. 278 <sup>2.0</sup>, Tian Xia Character Guide pg. 127",Uncommon,"Agile, Deadly d8, Finesse, Uncommon, Versatile P",Weapons,Base Weapons,0,1 gp,L,,
Warhammer,Standard,Player Core pg. 278 <sup>2.0</sup>,Common,Shove,Weapons,Base Weapons,0,1 gp,1,,
Wax Key Blank,Standard,PFS Guide pg. 115,Uncommon,Uncommon,Adventuring Gear,,0,1 gp,,,
Wheel Chair (Chair Storage),Standard,Player Core pg. 293 <sup>2.0</sup>,Common,,Assistive Items,,0,1 gp,,,
Wine (Fine),,Travel Guide pg. 36,Common,,Trade Goods,,0,1 gp (per bottle),,,
Wooden Shield,Standard,Player Core pg. 274 <sup>2.0</sup>,Common,,Shields,Base Shields,0,1 gp,1,,
Wool (1 Bulk),Standard,Travel Guide pg. 36,Common,,Trade Goods,,0,1 gp,,,
Writing Set,Standard,Player Core pg. 292 <sup>2.0</sup>,Common,,Adventuring Gear,,0,1 gp,L,,
Zhuazhi Bang,Standard,Tian Xia Character Guide pg. 127,Common,"Disarm, Grapple, Razing, Trip",Weapons,Base Weapons,0,1 gp,L,,
Fighting Fan,Standard,"Treasure Vault pg. 27 <sup>1.1</sup>, Gods & Magic pg. 120 <sup>2.0</sup>",Uncommon,"Agile, Backstabber, Deadly d6, Finesse, Monk, Uncommon",Weapons,Base Weapons,0,"1 gp, 1 sp",L,,
Fauchard,Standard,Character Guide pg. 92 <sup>2.0</sup>,Common,"Deadly d8, Reach, Sweep, Trip",Weapons,Base Weapons,0,"1 gp, 4 sp",2,,
Adventurer's Pack,Standard,Player Core pg. 287 <sup>2.0</sup>,Common,,Adventuring Gear,,0,"1 gp, 5 sp",1,,
Badger,Standard,Travel Guide pg. 103,Common,,Animals and Gear,Animals,0,"1 gp, 5 sp",,,
Scroll Robes,Standard,Treasure Vault pg. 11 <sup>1.1</sup>,Common,Inscribed,Armor,Base Armor,0,"1 gp, 5 sp",L,,
Traitor's Ring,Standard,Dark Archive pg. 83,Uncommon,Uncommon,Adventuring Gear,,0,"1 gp, 5 sp",,worn,
Armored Cloak,Standard,Firebrands pg. 83 <sup>2.0</sup>,Common,"Comfort, Flexible",Armor,Base Armor,0,2 gp,L,,
Armored Skirt,Standard,Character Guide pg. 91 <sup>2.0</sup>,Common,,Adventuring Gear,,0,2 gp,1,,
Bladed Diabolo,Limited,Pathfinder #151: The Show Must Go On pg. 77,Uncommon,"Backswing, Disarm, Finesse, Thrown 40 ft., Trip, Uncommon",Weapons,Base Weapons,0,2 gp,L,,Extinction Curse
Broadspear,Standard,Impossible Lands pg. 220,Common,"Reach, Sweep, Versatile S",Weapons,Base Weapons,0,2 gp,2,,
Butterfly Sword,Standard,"Treasure Vault pg. 26 <sup>1.1</sup>, Pathfinder #166: Despair on Danger Island pg. 76",Uncommon,"Agile, Concealable, Disarm, Finesse, Monk, Parry, Twin, Uncommon",Weapons,Base Weapons,0,2 gp,L,,
Canary Informant (Basic Services),,Firebrands pg. 92 <sup>2.0</sup>,Common,,Services,,0,2 gp,,,
Caster's Targe,Standard,Treasure Vault pg. 20 <sup>1.1</sup>,Common,Inscribed,Shields,Base Shields,0,2 gp,1,,
Catch Pole,Standard,Howl of the Wild pg. 112 <sup>2.0</sup>,Common,,Adventuring Gear,,0,2 gp,1,,
Clan Dagger,Standard,Player Core pg. 277 <sup>2.0</sup>,Uncommon,"Agile, Dwarf, Parry, Uncommon, Versatile B",Weapons,Base Weapons,0,2 gp,L,,
Claw Blade,Standard,Player Core 2 pg. 274,Uncommon,"Agile, Catfolk, Deadly d8, Disarm, Finesse, Uncommon, Versatile P",Weapons,Base Weapons,0,2 gp,L,,
Clothing (Fine),Standard,Player Core pg. 287 <sup>2.0</sup>,Common,,Adventuring Gear,,0,2 gp,L,,
Combat Lure,Standard,Treasure Vault pg. 26 <sup>1.1</sup>,Uncommon,"Finesse, Tethered, Thrown 20 ft., Training, Uncommon",Weapons,Base Weapons,0,2 gp,1,,
Cotton (1 Bulk),Standard,Travel Guide pg. 36,Common,,Trade Goods,,0,2 gp,,,
Disguise Kit,Standard,Player Core pg. 288 <sup>2.0</sup>,Common,,Adventuring Gear,,0,2 gp,L,,
Dueling Spear,Standard,Grand Bazaar pg. 105,Uncommon,"Disarm, Finesse, Uncommon, Versatile S",Weapons,Base Weapons,0,2 gp,2,,
Extendible Pincer,Standard,Guns & Gears pg. 87 <sup>2.0</sup>,Uncommon,"Clockwork, Uncommon",Adventuring Gear,,0,2 gp,L,held in 2 hands,
Feng Huo Lun,Standard,"Treasure Vault pg. 27 <sup>1.1</sup>, Pathfinder #166: Despair on Danger Island pg. 76",Uncommon,"Agile, Disarm, Finesse, Monk, Parry, Twin, Uncommon, Versatile P",Weapons,Base Weapons,0,2 gp,L,,
Fixer (Expert Councelor),Standard,PFS Guide pg. 116,Common,,Services,Fixer,0,2 gp (per hour),,,
Gill Hook,Standard,Azarketi Ancestry Web Supplement pg. 1,Uncommon,"Azarketi, Grapple, Reach, Uncommon",Weapons,Base Weapons,0,2 gp,2,,
Gnome Hooked Hammer,Standard,Player Core pg. 278 <sup>2.0</sup>,Uncommon,"Gnome, Trip, Two-Hand 1d10, Uncommon, Versatile P",Weapons,Base Weapons,0,2 gp,1,,
Greataxe,Standard,Player Core pg. 278 <sup>2.0</sup>,Common,Sweep,Weapons,Base Weapons,0,2 gp,2,,
Greatsword,Standard,Player Core pg. 278 <sup>2.0</sup>,Common,Versatile P,Weapons,Base Weapons,0,2 gp,2,,
Guisarme,Standard,Player Core pg. 278 <sup>2.0</sup>,Common,"Reach, Trip",Weapons,Base Weapons,0,2 gp,2,,
Halberd,Standard,Player Core pg. 278 <sup>2.0</sup>,Common,"Reach, Versatile S",Weapons,Base Weapons,0,2 gp,2,,
Hide Armor,Standard,Player Core pg. 273 <sup>2.0</sup>,Common,,Armor,Base Armor,0,2 gp,2,,
Hide Shield,Standard,Treasure Vault pg. 20 <sup>1.1</sup>,Common,Deflecting Bludgeoning,Shields,Base Shields,0,2 gp,1,,
Horse,Standard,Travel Guide pg. 103,Common,,Animals and Gear,Animals,0,2 gp,,,
Item Cache (Common Cache Level 1),,Firebrands pg. 93 <sup>2.0</sup>,Common,,Services,,0,2 gp,,,
Jellyfish Lamp,Standard,World Guide pg. 68 <sup>2.0</sup>,Common,,Adventuring Gear,,0,2 gp,L,held in 1 hand,
Karambit,Standard,"Treasure Vault pg. 27 <sup>1.1</sup>, Pathfinder #166: Despair on Danger Island pg. 76",Uncommon,"Agile, Fatal d8, Finesse, Uncommon, Versatile S",Weapons,Base Weapons,0,2 gp,L,,
Katana,Standard,"Player Core pg. 278 <sup>2.0</sup>, Tian Xia Character Guide pg. 127",Uncommon,"Deadly d8, Two-Hand 1d10, Uncommon, Versatile P",Weapons,Base Weapons,0,2 gp,1,,
Khakkara,Standard,"Player Core pg. 278 <sup>2.0</sup>, Tian Xia Character Guide pg. 127",Uncommon,"Monk, Shove, Two-Hand d10, Uncommon, Versatile P",Weapons,Base Weapons,0,2 gp,1,,
Khopesh,Standard,Player Core 2 pg. 274,Uncommon,"Trip, Uncommon",Weapons,Base Weapons,0,2 gp,1,,
Kusarigama,Standard,"Treasure Vault pg. 27 <sup>1.1</sup>, Pathfinder #166: Despair on Danger Island pg. 76",Uncommon,"Disarm, Monk, Reach, Trip, Uncommon, Versatile B",Weapons,Base Weapons,0,2 gp,1,,
Leather Armor,Standard,Player Core pg. 273 <sup>2.0</sup>,Common,,Armor,Base Armor,0,2 gp,1,,
Leiomano,Standard,"Treasure Vault pg. 27 <sup>1.1</sup>, Pathfinder #166: Despair on Danger Island pg. 76",Uncommon,"Fatal d10, Uncommon, Versatile S",Weapons,Base Weapons,0,2 gp,1,,
Mask (Fine),Standard,Grand Bazaar pg. 92,Common,,Adventuring Gear,,0,2 gp,,worn mask,
Musical Instrument (Heavy),Standard,Player Core pg. 290 <sup>2.0</sup>,Common,,Adventuring Gear,,0,2 gp,16,,
"Opossum, domestic",Standard,Travel Guide pg. 103,Common,,Animals and Gear,Animals,0,2 gp,,,
Orc Necksplitter,Standard,Player Core pg. 279 <sup>2.0</sup>,Uncommon,"Forceful, Orc, Sweep, Uncommon",Weapons,Base Weapons,0,2 gp,1,,
Pantograph Gauntlet,Standard,Guns & Gears pg. 63 <sup>2.0</sup>,Uncommon,"Deadly d6, Monk, Reach, Shove, Uncommon",Weapons,Base Weapons,0,2 gp,L,,
Plated Duster,Standard,Impossible Lands pg. 106,Uncommon,Uncommon,Adventuring Gear,,0,2 gp,1,,
Ranseur,Standard,Player Core pg. 278 <sup>2.0</sup>,Common,"Disarm, Reach",Weapons,Base Weapons,0,2 gp,2,,
Rapier,Standard,Player Core pg. 278 <sup>2.0</sup>,Common,"Deadly d8, Disarm, Finesse",Weapons,Base Weapons,0,2 gp,1,,
Reinforced Surcoat,Standard,Grand Bazaar pg. 104,Uncommon,"Adjustment, Uncommon",Adjustments,,0,2 gp,L,applied to medium or heavy armor,
Religious Symbol (Silver),Standard,Player Core pg. 290 <sup>2.0</sup>,Common,,Adventuring Gear,,0,2 gp,L,,
Repair Toolkit,Standard,Player Core pg. 290 <sup>2.0</sup>,Common,,Adventuring Gear,,0,2 gp,1,,
Sansetsukon,Standard,Treasure Vault pg. 27 <sup>1.1</sup>,Uncommon,"Backswing, Disarm, Monk, Parry, Uncommon",Weapons,Base Weapons,0,2 gp,2,,
Scythe,Standard,Player Core pg. 278 <sup>2.0</sup>,Common,"Deadly d10, Trip",Weapons,Base Weapons,0,2 gp,2,,
Shauth Blade,Limited,Pathfinder #165: Eyes of Empty Death pg. 73,Uncommon,"Agile, Deadly d8, Finesse, Uncommon, Versatile P",Weapons,Base Weapons,0,2 gp,L,,Abomination Vaults
Spirit Thresher,Standard,Player Core 2 pg. 274,Uncommon,"Kholo, Sweep, Uncommon, Versatile S",Weapons,Base Weapons,0,2 gp,2,,
Starknife,Standard,"Player Core pg. 278 <sup>2.0</sup>, Tian Xia Character Guide pg. 127",Common,"Agile, Deadly d6, Finesse, Thrown 20 ft., Versatile S",Weapons,Base Weapons,0,2 gp,L,,
Steel Shield,Standard,Player Core pg. 274 <sup>2.0</sup>,Common,,Shields,Base Shields,0,2 gp,1,,
Talwar,Standard,Impossible Lands pg. 221,Common,"Forceful, Two-Hand d10, Versatile P",Weapons,Base Weapons,0,2 gp,1,,
Temple Sword,Standard,"Player Core pg. 278 <sup>2.0</sup>, Tian Xia Character Guide pg. 127",Uncommon,"Monk, Trip, Uncommon",Weapons,Base Weapons,0,2 gp,1,,
Urumi,Standard,"Treasure Vault pg. 30 <sup>1.1</sup>, Gods & Magic pg. 121 <sup>2.0</sup>",Uncommon,"Deadly d10, Sweep, Uncommon",Weapons,Base Weapons,0,2 gp,2,,
Visap,Standard,Impossible Lands pg. 221,Uncommon,"Agile, Finesse, Injection, Uncommon, Versatile P, Vishkanya",Weapons,Base Weapons,0,2 gp,L,,
War Flail,Standard,Player Core pg. 278 <sup>2.0</sup>,Common,"Disarm, Sweep, Trip",Weapons,Base Weapons,0,2 gp,2,,
Wish Knife,Standard,Ancestry Guide pg. 138 <sup>3.0</sup>,Uncommon,"Agile, Disarm, Finesse, Geniekin, Resonant, Uncommon, Versatile S",Weapons,Base Weapons,0,2 gp,L,,
Bladed Hoop,Limited,Pathfinder #151: The Show Must Go On pg. 77,Uncommon,"Finesse, Sweep, Two-Hand 1d8, Uncommon",Weapons,Base Weapons,0,"2 gp, 5 sp",1,,Extinction Curse
Alchemist's Toolkit,Standard,Player Core pg. 287 <sup>2.0</sup>,Common,,Adventuring Gear,,0,3 gp,1,,
Bat,Standard,Travel Guide pg. 103,Common,,Animals and Gear,Animals,0,3 gp,,,
Bladed Scarf,Standard,"Treasure Vault pg. 26 <sup>1.1</sup>, Gods & Magic pg. 120 <sup>2.0</sup>",Uncommon,"Disarm, Finesse, Reach, Sweep, Trip, Uncommon",Weapons,Base Weapons,0,3 gp,1,,
Cart,,GM Core pg. 215 <sup>2.0</sup>,Common,,Vehicles,,0,3 gp,,,
Comealong,Standard,PFS Guide pg. 114,Uncommon,Uncommon,Adventuring Gear,,0,3 gp,1,,
Concealment Coin,Standard,Firebrands pg. 82 <sup>2.0</sup>,Uncommon,Uncommon,Adventuring Gear,,0,3 gp,,,
Crossbow,Standard,Player Core pg. 280 <sup>2.0</sup>,Common,,Weapons,Base Weapons,0,3 gp,1,,
Dancer's Spear,Standard,Treasure Vault pg. 26 <sup>1.1</sup>,Common,"Backswing, Finesse, Reach, Sweep, Versatile B",Weapons,Base Weapons,0,3 gp,1,,
